,PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,RelatedMup,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1,TotalDaysPlanReview,DaysInitialPlanReview,DaysPlanReviewCity,DaysOutCorrections,NumberReviewCycles,InitialReviewCompleteDate,PlanReviewCompleteDate,DaysIssuePermitCity,ReadyToIssueDate,Zoning,DwellingUnitType,StandardPlan,DependentBuilding,ParentPermitNum,HousingCategory,AppliedYear,IssuedYear,CompletedYear
82381,6530180-CN,Multifamily,Residential,Building,New,Construct North single family residence  per plan (Establish use as and construct two new single family residences with attached garages  review and process for 2 APs under 6505809),2,0.0,2.0,"261,923",2016-04-19,2016-08-02,2018-02-02,2017-11-29,Completed,3023393-LU,211 W KINNEAR PL,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6530180-CN,47.62758648,-122.359883,"(47.62758648, -122.359883)",,,,0,0.0,,,,,LR3,Detached Single-Family,0.0,1,6505809-CN,Housing - Other,2016,2016,2017
82472,6488470-CN,Multifamily,Residential,Building,New,Construct northwest townhouse #1  Occupy this permit  per plan (Establish use as townhouse and Construct  four  townhouse structures/Review and process for 4 AP's under 6406041).,2,0.0,2.0,"323,263",2015-08-10,2016-06-23,2017-12-23,2018-03-01,Completed,3016985-LU,1228 5TH AVE N,SEATTLE,WA,98109.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6488470-CN,47.6306756,-122.34727215,"(47.6306756, -122.34727215)",,,,0,0.0,,,,,LR3,Townhouse,0.0,1,6406041-CN,Middle Housing,2015,2016,2018
82478,6550447-CN,Multifamily,Residential,Building,New,Construct west townhome structure this permit. [Construct (2) 2-unit townhome structures with surface parking  per plan. Existing single family dwelling to be demolished by separate permit. Process and routing for (2) A/p's with 6530214.],2,0.0,2.0,"333,117",2016-08-10,2016-12-21,2018-06-21,2017-10-20,Completed,3023849-LU,8353 C 18TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6550447-CN,47.69031439,-122.38044731,"(47.69031439, -122.38044731)",,,,0,0.0,,,,,LR2,Townhouse,0.0,1,6530214-CN,Middle Housing,2016,2016,2017
82494,6488827-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add a unit at basement of existing apartment building  and occupy per plan,1,0.0,1.0,"35,000",2015-10-21,2016-01-08,2017-07-08,,Expired,,2222 SW BARTON ST,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6488827-CN,47.52121444,-122.36318247,"(47.52121444, -122.36318247)",,,,0,0.0,,,,,,,,0,,,2015,2016,
82500,6545122-CN,Multifamily,Residential,Building,New,Construct new mixed used building to the West  occupy per plan. (Establish use as live/work units and townhouse and construct 1 new mixed use building and 1 new duplex with surface parking occupy per plan).,3,0.0,3.0,"621,625",2016-11-09,2017-03-30,2018-09-30,2018-07-05,Completed,,7058 15TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545122-CN,47.68123336,-122.37654237,"(47.68123336, -122.37654237)",,,,0,0.0,,,,,NC2,Accessory Live/Work,0.0,0,,Housing - Other,2016,2017,2018
82514,6550804-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add a unit over the life of the building to the basement of an existing apartment building  per plan.,1,0.0,1.0,"58,500",2016-08-24,2016-10-03,2018-04-03,2017-05-10,Completed,,6408 PHINNEY AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6550804-CN,47.67568718,-122.35413737,"(47.67568718, -122.35413737)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2016,2016,2017
82555,6531063-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct townhouse structure with attached garage and surface parking  per plan.,5,0.0,5.0,"1,041,613",2016-11-01,2017-06-06,2018-12-06,2018-07-30,Completed,,1601 S KING ST,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6531063-CN,47.59820802,-122.31142419,"(47.59820802, -122.31142419)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2016,2017,2018
82568,6545834-CN,Multifamily,Residential,Building,New,Construct west mixed use building  occupy per plan. (Establish use as business  and 2 live-work units w/ surface parking  and construct 1 mixed-use and 2 dwelling units structure with attached parking. Review and process for 2 A/P's under 6545834),2,0.0,2.0,"562,051",2016-11-09,2017-07-10,2020-07-10,2019-04-23,Completed,3023906-LU,5456 DELRIDGE WAY SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545834-CN,47.55213871,-122.36270961,"(47.55213871, -122.36270961)",,,,0,0.0,,,,,NC2,Apartment,0.0,0,,Multifamily - Other,2016,2017,2019
82580,6488912-CN,Multifamily,Residential,Building,New,Establish use as and construct townhouse structure with surface parking  per plans.,3,0.0,3.0,"667,235",2016-04-05,2017-08-11,2019-02-11,2019-02-06,Completed,3022783-LU,7534 15TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6488912-CN,47.68431815,-122.37622284,"(47.68431815, -122.37622284)",,,,0,0.0,,,,,NC2,Townhouse,0.0,0,,Middle Housing,2016,2017,2019
82591,6531075-CN,Multifamily,Residential,Building,Addition/Alteration,Establish use and construct addition to the west side of an existing multifamily structure  occupy per plan.,6,0.0,6.0,"292,424",2016-06-13,2017-01-04,2018-07-04,2018-05-17,Completed,,735 10TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6531075-CN,47.62637087,-122.32054979,"(47.62637087, -122.32054979)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2016,2017,2018
82601,6533637-CN,Multifamily,Residential,Building,New,Construct West Duplex townhome (building 2) this permit. (Establish use as townhouses and construct two (2) duplex townhouse structures with attached garages  per plan. Process and routing for 2 A/P's under 6485691),2,0.0,2.0,"418,439",2016-05-11,2016-06-11,2017-12-11,2017-07-03,Completed,3021047-LU,141 C 22ND AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6533637-CN,47.6196219,-122.30403205,"(47.6196219, -122.30403205)",,,,0,0.0,,,,,LR3,Townhouse,0.0,1,6485691-CN,Middle Housing,2016,2016,2017
82627,6532062-CN,Multifamily,Residential,Building,New,Construct Southwest duplex  per plans. (Establish use as townhouses and construct 4 duplexes. Reviews and processing for 4 A/P's under 6473286).,2,0.0,2.0,"335,585",2016-05-02,2017-06-09,2018-12-09,,Completed,3020587-LU,5007 40TH AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6532062-CN,47.66514342,-122.285135,"(47.66514342, -122.285135)",,,,0,0.0,,,,,LR2,Townhouse,0.0,1,6473286-CN,Middle Housing,2016,2017,
82669,6546062-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse  per plan.,3,0.0,3.0,"564,100",2016-11-04,2017-10-13,2019-04-13,2018-08-22,Completed,3024373-LU,5420 34TH AVE NW,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6546062-CN,47.66832261,-122.40093612,"(47.66832261, -122.40093612)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2016,2017,2018
82686,6489640-CN,Multifamily,Residential,Building,New,Establish use as and construct new apartment building and occupy per plan.,20,0.0,20.0,"1,250,681",2017-09-01,2022-08-04,2027-02-04,,Issued,3022261-LU,811 NE 66TH ST,SEATTLE,WA,98115.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6489640-CN,47.67640699,-122.31935667,"(47.67640699, -122.31935667)",1797.0,,1089.0,708,8.0,,2022 Aug 03 12:00:00 AM,,2022 Aug 04 12:00:00 AM,"NC3, NC3","Apartment, Small Efficiency Dwelling",0.0,0,,,2017,2022,
82691,6532579-CN,Multifamily,Residential,Building,New,Construct West townhouse  per plan (Construct (2) townhouses with surface parking  review and process for 2 AP's under 6532579).,4,0.0,4.0,"607,489",2016-05-03,2016-12-01,2018-06-01,2018-02-05,Completed,3023117-LU,6641 CARLETON AVE S,SEATTLE,WA,98108.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6532579-CN,47.54327833,-122.32198881,"(47.54327833, -122.32198881)",,,,0,0.0,,,,,LR2,Townhouse,0.0,0,,Middle Housing,2016,2016,2018
82781,6566072-CN,Multifamily,Residential,Building,New,Construct east townhouse with attached garages  per plan. (Establish use as and construct 2 townhouse structures  one with attached garages / review and process for 2 AP's under #6566072),3,0.0,3.0,"456,214",2017-04-28,2018-05-18,2019-11-18,2019-07-01,Completed,3025857-LU,2045 13TH AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566072-CN,47.638036,-122.37414707,"(47.638036, -122.37414707)",368.0,,368.0,0,4.0,,2018 May 01 12:00:00 AM,,2018 May 18 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2017,2018,2019
82802,6499720-PH,Multifamily,Residential,Building,New,Phased project:  Construction of three residential buildings with unified parking below grade and occupy  per plan.,289,0.0,289.0,"29,355,705",2017-01-23,2018-03-15,2022-09-15,2021-08-25,Completed,3024221-LU,802 NE 66TH ST,SEATTLE,WA,98115.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6499720-PH,47.67678422,-122.31991338,"(47.67678422, -122.31991338)",696.0,25.0,537.0,159,2.0,2018-06-01,2018 Dec 20 12:00:00 AM,,2018 Oct 19 12:00:00 AM,MR,Apartment,0.0,0,,,2017,2018,2021
82810,6566140-CN,Multifamily,Residential,Building,New,Construct east multifamily structure  per plan. (Establish use as business  and dwelling units  and construct 1 mixed-use and 1 multifamily structure with attached parking. Review and process for A/P's under 6545834),2,0.0,2.0,"538,200",2016-11-09,2017-07-10,2020-07-10,2019-04-23,Completed,3023906-LU,5452 DELRIDGE WAY SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566140-CN,47.5521688,-122.36247608,"(47.5521688, -122.36247608)",,,,0,0.0,,,,,NC2,Townhouse,0.0,1,6545834-CN,Middle Housing,2016,2017,2019
82897,6491276-CN,Multifamily,Residential,Building,Addition/Alteration,Establish use and construct interior alterations to add a unit to existing multi-family building  and occupy per plan.,1,0.0,1.0,"30,000",2016-06-13,2017-03-27,2020-03-27,2020-10-23,Completed,,2805 S BYRON ST,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6491276-CN,47.57328734,-122.29619716,"(47.57328734, -122.29619716)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2016,2017,2020
82900,6552836-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to convert East SFR to a duplex  and occupy  per plan.,1,0.0,1.0,"23,000",2016-09-19,2016-12-05,2018-06-05,2017-07-18,Completed,,8829 MIDVALE AVE N,SEATTLE,WA,98103.0,MICHAEL YOUNG,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6552836-CN,47.69325975,-122.34278522,"(47.69325975, -122.34278522)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2016,2016,2017
82921,6548545-CN,Multifamily,Residential,Building,New,Construct 2-unit duplex dwelling structure (South) with attached garages this permit.  (Construct a live/work structure and occupy  and a duplex structure with attached garages  all per plan. Process and routing for (2) A/P's with 6508469.),2,0.0,2.0,"476,274",2016-07-29,2017-08-16,2019-02-16,2018-11-01,Completed,,1013 W HOWE ST,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6548545-CN,47.63571441,-122.3708727,"(47.63571441, -122.3708727)",,,,0,0.0,,,,,NC1,Townhouse,0.0,1,6508469-CN,Middle Housing,2016,2017,2018
82927,6548706-CN,Multifamily,Residential,Building,New,Construct north units 52  53  & 54  per plans. (Establish use as rowhouse and construct 2 townhouse building  per plans. Reviews and processing for 2 A/P's under 6548706).,3,0.0,3.0,"767,133",2016-12-23,2017-12-08,2020-12-08,2021-06-18,Completed,3015522-LU,2150 10TH AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6548706-CN,47.63898004,-122.3700351,"(47.63898004, -122.3700351)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2016,2017,2021
83005,6553667-CN,Multifamily,Residential,Building,New,Construct south units 55  56 & 57  per plans. (Establish use rowhouse as and construct 2 townhouse building  per plans. Reviews and processing for 2 A/P's under 6548706).,3,0.0,3.0,"767,133",2016-09-06,2017-12-08,2020-12-08,2019-07-23,Completed,3015522-LU,2142 10TH AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6553667-CN,47.63873152,-122.3700526,"(47.63873152, -122.3700526)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,1,6548706-CN,Middle Housing,2016,2017,2019
83022,6549383-CN,Multifamily,Residential,Building,New,Establish use as rowhouses and construct 3-unit townhouse  per plans.,3,0.0,3.0,"645,853",2016-11-22,2017-08-11,2019-02-11,2018-11-09,Completed,3026002-LU,3027 59TH AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6549383-CN,47.57690532,-122.40840215,"(47.57690532, -122.40840215)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2016,2017,2018
83026,6500464-CN,Multifamily,Residential,Building,Addition/Alteration,Alterations to existing multifamily structure to add 2 units to the lower level  occupy per plan.,2,0.0,2.0,"40,000",2015-12-15,2016-02-20,2019-02-20,2018-04-03,Completed,,215 PONTIUS AVE N,SEATTLE,WA,98109.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6500464-CN,47.62010848,-122.33189923,"(47.62010848, -122.33189923)",,,,0,0.0,,,,,SM,Apartment,0.0,0,,Housing - Other,2015,2016,2018
83032,6492019-CN,Multifamily,Residential,Building,New,Establish use and construct 3-unit rowhouse with attached garages  surface parking and occupy as townhomes  per plan.,3,0.0,3.0,"708,144",2015-10-30,2016-11-18,2018-05-18,,Expired,3021938-LU,1900 AMHERST PL W,SEATTLE,WA,98199.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6492019-CN,47.6360058,-122.38805558,"(47.6360058, -122.38805558)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2015,2016,
83033,6492073-CN,Multifamily,Residential,Building,New,Establish use as rowhouses and construct multifamily building over shared garage  per plans.,4,0.0,4.0,"1,178,900",2016-12-05,2017-08-30,2023-11-30,,Expired,"3022119-LU, 3026334-LU",111 26TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6492073-CN,47.61934178,-122.29887177,"(47.61934178, -122.29887177)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2016,2017,
83043,6567704-CN,Multifamily,Residential,Building,New,Construct East live/work structure  per plan.  (Establish use as live/work and townhouse and construct 1 live work structure and 1 duplex with attached parking  per plan.  Review & process for 2 AP?s under #6567704.),2,0.0,2.0,"420,468",2017-01-20,2017-09-21,2019-03-21,2018-11-07,Completed,,8249 20TH AVE NE,SEATTLE,WA,98115.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6567704-CN,47.68981936,-122.3070745,"(47.68981936, -122.3070745)",,,,0,0.0,,,,,C1,Accessory Live/Work,0.0,0,,Housing - Other,2017,2017,2018
83055,6535937-CN,Multifamily,Residential,Building,New,Establish use as and construct new multifamily structure with underground parking including street improvements and grading  and occupy per plan.,194,0.0,194.0,"26,284,449",2016-08-16,2017-11-11,2020-11-11,2020-11-02,Completed,3012417-LU,2715 25TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6535937-CN,47.57872144,-122.30056341,"(47.57872144, -122.30056341)",,,,0,0.0,,,,,SM,Apartment,0.0,0,,,2016,2017,2020
83093,6554078-CN,Multifamily,Residential,Building,New,Construct (east) townhouse and occupy  per plan. (Establish use as and construct new townhouse and new single family residence and processing of 2 AP's under 6554078).,3,0.0,3.0,"598,641",2017-03-23,2017-10-31,2019-04-30,,Issued,,6612 CORSON AVE S,SEATTLE,WA,98108.0,HABERZETLE HOMES INC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6554078-CN,47.54403993,-122.32207992,"(47.54403993, -122.32207992)",,,,0,0.0,,,,,LR2,Townhouse,0.0,0,,Middle Housing,2017,2017,
83141,6501016-CN,Multifamily,Residential,Building,New,Construct (west) townhouse and occupy per plan.,3,0.0,3.0,"522,220",2015-10-22,2016-05-03,2017-11-03,2017-02-09,Completed,,8519 MIDVALE AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6501016-CN,47.69106331,-122.34281155,"(47.69106331, -122.34281155)",,,,0,0.0,,,,,LR3,Townhouse,0.0,1,6489389-CN,Middle Housing,2015,2016,2017
83160,6537055-CN,Multifamily,Residential,Building,New,Establish use as and construct a multi-family building (SEDU's)  occupy per plan.,23,0.0,23.0,"1,546,063",2016-08-23,2017-10-19,2026-10-19,,Issued,3023504-LU,1109 N 92ND ST,SEATTLE,WA,98103.0,Primarius Elevator,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6537055-CN,47.69545824,-122.34372181,"(47.69545824, -122.34372181)",,,,0,0.0,,,,,C1,Small Efficiency Dwelling,0.0,0,,,2016,2017,
83186,6493117-CN,Multifamily,Residential,Building,New,Construct a single family residence (bldg. 2)  per plans. (Establish use as and construct a townhouse building two 2 family dwellings and a single family residence  per plans. Reviews and processing for 4 A/P?s under 6453368),1,0.0,1.0,"341,583",2015-09-08,2016-03-29,2017-09-29,2017-10-16,Completed,3019626-LU,3252 14TH AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6493117-CN,47.65005905,-122.3746513,"(47.65005905, -122.3746513)",,,,0,0.0,,,,,LR1,Detached Single-Family,0.0,1,6453368-CN,Middle Housing,2015,2016,2017
83200,6550361-CN,Multifamily,Residential,Building,New,Establish use as rowhouses and construct a townhouse building  per plans,7,0.0,7.0,"801,827",2016-10-18,2017-06-27,2018-12-27,2018-08-15,Completed,,1802 NW 85TH ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6550361-CN,47.69074989,-122.38026179,"(47.69074989, -122.38026179)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2016,2017,2018
83289,6568696-CN,Multifamily,Residential,Building,Addition/Alteration,Establish use for the record. Change of use from current duplex use to R-2 apartment and construct alterations for same  occupy per plans.,1,0.0,1.0,"64,833",2017-02-13,2017-12-08,2019-06-08,2018-12-11,Completed,,935 N 73RD ST,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6568696-CN,47.68162943,-122.34495055,"(47.68162943, -122.34495055)",,,,0,0.0,,,,,NC3,Apartment,0.0,0,,Multifamily - Other,2017,2017,2018
83387,6538236-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse structure  per plan,4,0.0,4.0,"853,455",2017-01-10,2017-12-26,2020-12-26,2019-11-15,Completed,3025027-LU,4208 37TH AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6538236-CN,47.56510918,-122.2858248,"(47.56510918, -122.2858248)",,,,0,0.0,,,,,LR3,Rowhouse,0.0,0,,Middle Housing,2017,2017,2019
83396,6551551-CN,Multifamily,Residential,Building,New,Establish use as and construct 3 unit live work structure  occupy per plan.,3,0.0,3.0,"467,617",2016-12-05,2017-05-04,2018-11-04,2018-11-02,Completed,,307 N 65TH ST,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6551551-CN,47.67588329,-122.35488899,"(47.67588329, -122.35488899)",,,,0,0.0,,,,,LR3,Accessory Live/Work,0.0,0,,Housing - Other,2016,2017,2018
83402,6569499-CN,Multifamily,Residential,Building,New,Construct west townhouse structure with surface parking  per plan. (Establish use as and construct 2 townhouse structures with surface parking  review and process for 2 A/P's under 6547090).,3,0.0,3.0,"458,841",2016-12-01,2017-06-07,2020-06-07,2019-03-20,Completed,3024713-LU,1923 13TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569499-CN,47.5858717,-122.31647239,"(47.5858717, -122.31647239)",,,,0,0.0,,,,,LR2,Townhouse,0.0,1,6547090-CN,Middle Housing,2016,2017,2019
83427,6569894-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct townhouses and occupy per plan.,4,0.0,4.0,"964,923",2017-09-21,2019-06-14,2022-06-14,,Expired,,5224 33RD AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569894-CN,47.55453745,-122.29022957,"(47.55453745, -122.29022957)",608.0,,310.0,298,5.0,,2019 May 22 12:00:00 AM,,2019 Jun 14 12:00:00 AM,C1,Rowhouse,0.0,0,,Middle Housing,2017,2019,
83440,6494602-CN,Multifamily,Residential,Building,New,Construction of a 7-unit rowhouse development with surface parking for 2 vehicles  per plan.,7,0.0,7.0,"917,465",2015-10-12,2016-05-20,2017-11-20,2017-12-18,Completed,,1703 NW 64TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6494602-CN,47.67506963,-122.37916677,"(47.67506963, -122.37916677)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2015,2016,2017
83449,6539626-CN,Multifamily,Residential,Building,New,Construct townhouse building 5  per plan.  (Establish use as townhouses and construct 5 new townhouse structures  per plan.  Review and process for 5 AP's under # 6506776.),4,0.0,4.0,"959,226",2016-06-14,2017-07-13,2019-01-13,,Completed,3018626-LU,3270 SW GRAHAM ST,SEATTLE,WA,98126.0,POLYGON WLH LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539626-CN,47.54750579,-122.37450735,"(47.54750579, -122.37450735)",,,,0,0.0,,,,,NC2,Townhouse,0.0,1,6506776-CN,Middle Housing,2016,2017,
83450,6539628-CN,Multifamily,Residential,Building,New,Construct townhouse building 10  per plan.  (Establish use as townhouses and construct 5 new townhouse structures  per plan.  Review and process for 5 AP's under # 6506776.),5,0.0,5.0,"1,131,671",2016-06-14,2017-07-13,2019-01-13,,Completed,3018626-LU,3420 SW GRAHAM ST,SEATTLE,WA,98126.0,POLYGON WLH LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539628-CN,47.54721551,-122.37572135,"(47.54721551, -122.37572135)",,,,0,0.0,,,,,NC2,Townhouse,0.0,1,6506776-CN,Middle Housing,2016,2017,
83474,6569953-CN,Multifamily,Residential,Building,New,Construct NW townhouse  per plan (Establish use as townhouse and construct (3) townhouses review and process for 3 AP's under 6555758).,3,0.0,3.0,"632,246",2016-12-05,2017-04-06,2018-10-06,,Expired,3023346-LU,763 S HOMER ST,SEATTLE,WA,98108.0,ORCAS HOMES LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6569953-CN,47.5507049,-122.32175931,"(47.5507049, -122.32175931)",,,,0,0.0,,,,,LR2,Townhouse,0.0,1,6555758-CN,Middle Housing,2016,2017,
83543,6570582-CN,Multifamily,Residential,Building,New,Construct south duplex  per plans.  (Establish use as townhouses and construct two 2-unit townhouses.  Reviews and processing for 2 A/Ps under 6564684,2,0.0,2.0,"422,101",2016-12-09,2017-09-24,2023-11-30,2022-10-31,Completed,3026358-LU,113 26TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6570582-CN,47.61927181,-122.29900856,"(47.61927181, -122.29900856)",,,,0,0.0,,,,,LR2,Townhouse,0.0,1,6564684-CN,Middle Housing,2016,2017,2022
83630,6554032-CN,Multifamily,Residential,Building,New,Construct West townhouse  per plan (Establish use as and construct (2) townhouse structures  review and process for 2 AP's under 6554032.),4,0.0,4.0,"574,657",2017-08-01,2017-10-06,2020-10-06,2019-09-30,Completed,3025776-LU,5944 36TH AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6554032-CN,47.54845771,-122.28769883,"(47.54845771, -122.28769883)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2017,2017,2019
83658,6539648-CN,Multifamily,Residential,Building,New,Construct townhouse building 3  per plan.  (Establish use as townhouses and construct 6 new townhouse structures  per plan.  Review and process for 6 AP's under # 6528566.),5,0.0,5.0,"1,005,662",2016-06-14,2017-07-19,2019-01-19,,Completed,3018626-LU,3320 SW GRAHAM ST,SEATTLE,WA,98126.0,POLYGON WLH LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6539648-CN,47.54726222,-122.37482364,"(47.54726222, -122.37482364)",,,,0,0.0,,,,,NC2,Townhouse,0.0,1,6528566-CN,Middle Housing,2016,2017,
83671,6557885-CN,Multifamily,Residential,Building,Addition/Alteration,Alterations to first floor of existing apartment building to convert storage room to an additional dwelling unit and occupy  per plans.  No work on existing units under this permit.,1,0.0,1.0,"40,000",2017-09-12,2018-10-15,2024-10-15,,Expired,3028397-LU,9050 GREENWOOD AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6557885-CN,47.69587714,-122.35495192,"(47.69587714, -122.35495192)",391.0,,391.0,0,4.0,,2018 Oct 08 12:00:00 AM,,2018 Oct 15 12:00:00 AM,,,,0,,,2017,2018,
83733,6542140-CN,Multifamily,Residential,Building,New,Establish use as multifamily residential use  construct apartment building and occupy  per plans.,20,0.0,20.0,"1,110,684",2016-12-07,2018-02-17,2024-02-17,2023-12-07,Completed,,714 10TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6542140-CN,47.62582644,-122.31994857,"(47.62582644, -122.31994857)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,,2016,2018,2023
83811,6560485-CN,Multifamily,Residential,Building,New,Construct Unit 4 (SE bldg)  per plans. (Establish use as and construct 4 single family residences per plans. Reviews and processing for 4 A/P's under 6541672).,1,0.0,1.0,"249,632",2016-10-07,2017-10-10,2019-04-10,,Expired,,1579 NW 90TH ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6560485-CN,47.69435182,-122.380201,"(47.69435182, -122.380201)",,,,0,0.0,,,,,,,,0,,,2016,2017,
83832,6542258-CN,Multifamily,Residential,Building,New,Construct a six unit townhouse with attached parking  per plan.,6,0.0,6.0,"943,918",2016-10-07,2018-03-13,2019-09-13,2019-08-01,Completed,3024613-LU,1539 14TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6542258-CN,47.58879056,-122.31507819,"(47.58879056, -122.31507819)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2016,2018,2019
